source_thunder_link,source_name,name
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQxNzEuZHlnb2QubmV0OjgwMjcvbmV3Lm1vdmllL1slRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHlnb2QubmV0XSVFNyU4QiVBOSVFNyU4QyU4RSVFOCU4MSU5QSVFNCVCQyU5QS5hdmlaWg==""",ftp://dygod1:dygod1@d171.dygod.net:8027/new.movie/[电影天堂www.dygod.net]狩猎聚会.avi,狩猎
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwMzguZHlnb2QubmV0OjEwMzAvWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keWdvZC5jb20lRTUlOEYlOTElRTUlQjglODNdWyVFNyU4MSVBQiVFNSVCRCVCMSVFNSVCRiU4RCVFOCU4MCU4NSVFNyVBQyVBQzI5MiVFOCVBRiU5RF1bJUU3JThDJUFBJUU3JThDJUFBJUU1JUFEJTk3JUU1JUI5JTk1XS5ybXZiWlo=""",ftp://dygod1:dygod1@d038.dygod.net:1030/[电影天堂www.dygod.com发布][火影忍者第292话][猪猪字幕].rmvb,狩猎
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQxNzEuZHlnb2QubmV0OjgwMjcvJUU3JThCJUE5JUU3JThDJThFJUU4JTgxJTlBJUU0JUJDJTlBRFZEL1slRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHlnb2QubmV0XSVFNyU4QiVBOSVFNyU4QyU4RSVFOCU4MSU5QSVFNCVCQyU5QS5ybXZiWlo=""",ftp://dygod1:dygod1@d171.dygod.net:8027/狩猎聚会DVD/[电影天堂www.dygod.net]狩猎聚会.rmvb,狩猎
"""thunder://QUFmdHA6Ly9mOmZAZDMuZGwxMjM0LmNvbTo4MDA2LyVFNiU4MCVBQSVFNSU4NSVCRCVFNyU5NCVCNSVFNSU4QSU5QiVFNSU4NSVBQyVFNSU4RiVCOEJEJUU1JTlCJUJEJUU4JThCJUIxJUU1JThGJThDJUU4JUFGJUFEJUU1JThGJThDJUU1JUFEJTk3WyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXS5ta3ZaWg==""",ftp://f:f@d3.dl1234.com:8006/怪兽电力公司BD国英双语双字[电影天堂www.dy2018.com].mkv,怪兽电力公司
"""thunder://QUFmdHA6Ly9nOmdAZHguZGwxMjM0LmNvbTo4MDA2LyVFNSU5MyU4OCVFNSU4OCVBOSVFNiVCMyVBMiVFNyU4OSVCOSVFNCVCOCU4RSVFOSVBRCU5NCVFNiVCMyU5NSVFNyU5RiVCM0JEJUU1JThGJThDJUU4JUFGJUFEJUU1JThGJThDJUU1JUFEJTk3WyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXS5ta3ZaWg==""",ftp://g:g@dx.dl1234.com:8006/哈利波特与魔法石BD双语双字[电影天堂www.dy2018.com].mkv,哈利·波特与魔法石
"""thunder://QUFmdHA6Ly9kb3duOmRvd25AMjIwLjE3OS44MC4xNTEvJUU2JTlFJUFCJUU1JThGJUI2JUU2JUJBJUFBJUU1JUI5JUJEJUU3JTgxJUI1LmV4ZVpa""",ftp://down:down@220.179.80.151/枫叶溪幽灵.exe,记忆碎片
"""thunder://QUFodHRwOi8vMTIyLjIyNS4xMDAuMTg0OjMwMTIvJUU2JTlFJUFCJUU1JThGJUI2JUU2JUJBJUFBJUU3JTlBJTg0JUU1JUI5JUJEJUU3JTgxJUI1JUU0JUI4JUFEJUU2JTk2JTg3JUU3JTg5JTg4LmV4ZVpa""",http://122.225.100.184:3012/枫叶溪的幽灵中文版.exe,记忆碎片
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwNjYuZHlnb2QuY246MTAxMS8lRTglQUUlQjAlRTUlQkYlODYlRTclQTIlOEUlRTclODklODcuWyVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny4xMDI0JUU1JTg4JTg2JUU4JUJFJUE4JUU3JThFJTg3XS9bJUU3JTk0JUI1JUU1JUJEJUIxJUU1JUE0JUE5JUU1JUEwJTgyd3d3LmR5Z29kLmNuXSVFOCVBRSVCMCVFNSVCRiU4NiVFNyVBMiU4RSVFNyU4OSU4Ny1jZDEucm12Ylpa""",ftp://dygod1:dygod1@d066.dygod.cn:1011/记忆碎片.[中英双字.1024分辨率]/[电影天堂www.dygod.cn]记忆碎片-cd1.rmvb,记忆碎片
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGRhdGE0LmR5Z29kLm5ldDo4ODA0LyVFNiU4MCVBQSVFNyU4OSVBOSVFNSU4NSVBQyVFNSU4RiVCOC8lRTYlODAlQUElRTclODklQTklRTUlODUlQUMlRTUlOEYlQjgxW3d3dy5keWdvZC5jb20lRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJdLnJtdmJaWg==""",ftp://dygod1:dygod1@data4.dygod.net:8804/怪物公司/怪物公司1[www.dygod.com电影天堂].rmvb,怪兽电力公司
"""thunder://QUFmdHA6Ly9keWdvZDI6ZHlnb2QyQGQwNzYuZHlnb2QuY246MTAxNy8lRTUlQkYlODMlRTclODElQjUlRTYlOEQlOTUlRTYlODklOEJCRCVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny9bJUU3JTk0JUI1JUU1JUJEJUIxJUU1JUE0JUE5JUU1JUEwJTgyd3d3LmR5Z29kLmNuXSVFNSVCRiU4MyVFNyU4MSVCNSVFNiU4RCU5NSVFNiU4OSU4QkJEJUU0JUI4JUFEJUU4JThCJUIxJUU1JThGJThDJUU1JUFEJTk3LnJtdmJaWg==""",ftp://dygod2:dygod2@d076.dygod.cn:1017/心灵捕手BD中英双字/[电影天堂www.dygod.cn]心灵捕手BD中英双字.rmvb,狩猎
"""thunder://QUFmdHA6Ly9keWdvZDM6ZHlnb2QzQGQwMTIuZHlnb2QuY246NTEyNC9bJUU3JTk0JUI1JUU1JUJEJUIxJUU1JUE0JUE5JUU1JUEwJTgyd3d3LmR5Z29kLmNuXVslRTUlOUQlOEUlRTglQjQlOUQlRTYlOEIlODklRTklODclOEUlRTUlQTQlOTYlRTUlODYlOTIlRTklOTklQTkyMDEwXS5DYWJlbGFzLk91dGRvb3IuQWR2ZW50dXJlcy5mdWxsLnJpcC5yYXJaWg==""",ftp://dygod3:dygod3@d012.dygod.cn:5124/[电影天堂www.dygod.cn][坎贝拉野外冒险2010].Cabelas.Outdoor.Adventures.full.rip.rar,狩猎
"""thunder://QUFmdHA6Ly9kb3duOmRvd25ANjAuMTcyLjM4LjE0MS8lRTYlOEQlOTUlRTklQjElQkMlRTglQkUlQkUlRTQlQkElQkElRTQlQjklOEIlRTYlQjclQjElRTYlQjUlQjclRTclOEIlQTklRTclOEMlOEUuZXhlWlo=""",ftp://down:down@60.172.38.141/捕鱼达人之深海狩猎.exe,狩猎
"""thunder://QUFmdHA6Ly9kb3duOmRvd25ANjAuMTcyLjM4LjE0MS8zRCVFNiU4OSU5MyVFNyU4QyU4RTIwMTAlMjAlRTYlQjElODklRTUlOEMlOTYlRTclODklODguZXhlWlo=""",ftp://down:down@60.172.38.141/3D打猎2010 汉化版.exe,狩猎
"""thunder://QUFmdHA6Ly82OjZAZGEuZGwxMjM0LmNvbTo4MDA2L1slRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHkyMDE4LmNvbV0lRTYlODAlQUElRTUlODUlQkQlRTclOTQlQjUlRTUlOEElOUIlRTUlODUlQUMlRTUlOEYlQjhCRCVFNSU4RSU5RiVFOSU5RiVCMyVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny5ybXZiWlo=""",ftp://6:6@da.dl1234.com:8006/[电影天堂www.dy2018.com]怪兽电力公司BD原音中英双字.rmvb,怪兽电力公司
"""thunder://QUFmdHA6Ly82OjZAZHguZGwxMjM0LmNvbTo4MDA2L1slRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHkyMDE4LmNvbV0lRTclOTYlQUYlRTclOEIlODIlRTUlOEUlOUYlRTUlQTclOEIlRTQlQkElQkFCRCVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny5ybXZiWlo=""",ftp://6:6@dx.dl1234.com:8006/[电影天堂www.dy2018.com]疯狂原始人BD中英双字.rmvb,疯狂原始人
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQxMzguZHlnb2QuY246MTcyMS9bJUU3JTk0JUI1JUU1JUJEJUIxJUU1JUE0JUE5JUU1JUEwJTgyd3d3LmR5Z29kLmNuXVslRTYlOTclQTAlRTklOTklOTAlRTYlODklOTMlRTclOEMlOEUyMDEwXS5IdW50aW5nLlVubGltaXRlZC4yMDEwLmZ1bGwucmlwLnJhclpa""",ftp://dygod1:dygod1@d138.dygod.cn:1721/[电影天堂www.dygod.cn][无限打猎2010].Hunting.Unlimited.2010.full.rip.rar,狩猎
"""thunder://QUFmdHA6Ly95OnlAZDMuZGwxMjM0LmNvbTo4MjAzLyVFOCVBRSVCMCVFNSVCRiU4NiVFNyVBMiU4RSVFNyU4OSU4N0JEJUU0JUI4JUFEJUU4JThCJUIxJUU1JThGJThDJUU1JUFEJTk3WyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXS5tcDRaWg==""",ftp://y:y@d3.dl1234.com:8203/记忆碎片BD中英双字[电影天堂www.dy2018.com].mp4,记忆碎片
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwNzAuZHlnb2Qub3JnOjEwODAvWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mi13d3cuZHkyMDE4Lm5ldF0uJUU3JTk2JUFGJUU3JThCJTgyJUU1JThFJTlGJUU1JUE3JThCJUU0JUJBJUJBLkhELjEwMjR4NTc2LiVFNSU5QiVCRCVFOCU4QiVCMSVFNSU4RiU4QyVFOCVBRiVBRCVFNCVCOCVBRCVFNSVBRCU5Ny5ta3ZaWg==""",ftp://dygod1:dygod1@d070.dygod.org:1080/[电影天堂-www.dy2018.net].疯狂原始人.HD.1024x576.国英双语中字.mkv,疯狂原始人
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwODMuZHlnb2Qub3JnOjIwNjUvJUU3JUE5JUJGJUU4JUI2JThBJUU2JTk3JUI2JUU3JUE5JUJBJUU3JTlBJTg0JUU1JUIwJTkxJUU1JUE1JUIzLlslRTQlQjglQUQlRTUlQUQlOTcuMTAyNCVFNSU4OCU4NiVFOCVCRSVBOCVFNyU4RSU4N10vWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXSVFNyVBOSVCRiVFOCVCNiU4QSVFNiU5NyVCNiVFNyVBOSVCQSVFNyU5QSU4NCVFNSVCMCU5MSVFNSVBNSVCM0JEJUU0JUI4JUFEJUU1JUFEJTk3LnJtdmJaWg==""",ftp://dygod1:dygod1@d083.dygod.org:2065/穿越时空的少女.[中字.1024分辨率]/[电影天堂www.dy2018.com]穿越时空的少女BD中字.rmvb,穿越时空的少女
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwMDcuZHlnb2Qub3JnOjMwMzUvJUU0JUJBJUJBJUU1JUI3JUE1JUU2JTk5JUJBJUU4JTgzJUJELlslRTQlQjglQUQlRTglOEIlQjElRTUlOEYlOEMlRTUlQUQlOTcuMTAyNCVFNSU4OCU4NiVFOCVCRSVBOCVFNyU4RSU4N10vWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTgubmV0XSVFNCVCQSVCQSVFNSVCNyVBNSVFNiU5OSVCQSVFOCU4MyVCREJEJUU0JUI4JUFEJUU4JThCJUIxJUU1JThGJThDJUU1JUFEJTk3LnJtdmJaWg==""",ftp://dygod1:dygod1@d007.dygod.org:3035/人工智能.[中英双字.1024分辨率]/[电影天堂www.dy2018.net]人工智能BD中英双字.rmvb,人工智能
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGRhdGExLmR5Z29kLm5ldDo4NzAxLyVFNCVCQSVCQSVFNSVCNyVBNSVFNiU5OSVCQSVFOCU4MyVCRC8lRTQlQkElQkElRTUlQjclQTUlRTYlOTklQkElRTglODMlQkQxW3d3dy5keWdvZC5jb20lRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJdLnJtdmJaWg==""",thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGRhdGExLmR5Z29kLm5ldDo4NzAxL+S6uuW3peaZuuiDvS/kurrlt6Xmmbrog70xW3d3dy5keWdvZC5jb23nlLXlvbHlpKnloIJdLnJtdmJaWg==,人工智能
"""thunder://QUFmdHA6Ly9kb3duOmRvd25AMTIyLjIyNS45Ny43MC8lRTQlQkElQkElRTUlQjclQTUlRTYlOTklQkElRTglODMlQkQlRTglQjUlOUIlRTglQkQlQTYuZXhlWlo=""",ftp://down:down@122.225.97.70/人工智能赛车.exe,人工智能
"""thunder://QUFmdHA6Ly9kb3duOmRvd25AMTIyLjIyNS45Ny43MC9OQkElMjBMSVZFJTIwMDclMjAlRTQlQjglQUQlRTYlOTYlODclRTclODklODguZXhlWlo=""",ftp://down:down@122.225.97.70/NBA LIVE 07 中文版.exe,人工智能
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwODMuZHlnb2Qub3JnOjIwNjUvJUU3JUE5JUJGJUU4JUI2JThBJUU2JTk3JUI2JUU3JUE5JUJBJUU3JTlBJTg0JUU1JUIwJTkxJUU1JUE1JUIzLlslRTQlQjglQUQlRTUlQUQlOTcuMTAyNCVFNSU4OCU4NiVFOCVCRSVBOCVFNyU4RSU4N10vWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXSVFNyVBOSVCRiVFOCVCNiU4QSVFNiU5NyVCNiVFNyVBOSVCQSVFNyU5QSU4NCVFNSVCMCU5MSVFNSVBNSVCM0JEJUU0JUI4JUFEJUU1JUFEJTk3LnJtdmJaWg==""",ftp://dygod1:dygod1@d083.dygod.org:2065/穿越时空的少女.[中字.1024分辨率]/[电影天堂www.dy2018.com]穿越时空的少女BD中字.rmvb,穿越时空的少女
"""thunder://QUFmdHA6Ly9kb3duOmRvd25ANjAuMTcyLjM4LjE0MS9OQkElMjBMSVZFJTIwMDclMjAlRTQlQjglQUQlRTYlOTYlODclRTclODklODguZXhlWlo=""",ftp://down:down@60.172.38.141/NBA LIVE 07 中文版.exe,人工智能
"""thunder://QUFmdHA6Ly9kb3duOmRvd25ANjAuMTcyLjM4LjE0MS8lRTUlQkMlQjklRTclOTAlODMlRTglODAlQjYuZXhlWlo=""",ftp://down:down@60.172.38.141/弹球耶.exe,人工智能
"""thunder://QUFodHRwOi8vMTIyLjIyNS4xMDAuMTg0OjMwMDQvJUU4JTgzJThDJUU1JThGJTlCJUU3JTlBJTg0JUU2JUI3JUIxJUU2JUI4JThBJUU2JUIxJTg5JUU1JThDJTk2JUU3JTg5JTg4LmV4ZVpa""",http://122.225.100.184:3004/背叛的深渊汉化版.exe,人工智能
"""thunder://QUFodHRwOi8vMTIyLjIyNS4xMDAuMTg0OjMwMDUvJUU4JUI0JUE4JUU5JTg3JThGJUU2JTk1JTg4JUU1JUJBJTk0JUU0JUI4JUFEJUU2JTk2JTg3JUU3JTg5JTg4LnJhclpa""",http://122.225.100.184:3005/质量效应中文版.rar,人工智能
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwMzUuZHlnb2Qub3JnOjIwMzQvJUU1JUIyJTgxJUU2JTlDJTg4JUU3JUE1JTlFJUU1JTgxJUI3LlslRTUlOUIlQkQlRTglQUYlQUQlRTQlQjglQUQlRTUlQUQlOTcuMTAyNCVFNSU4OCU4NiVFOCVCRSVBOCVFNyU4RSU4N10vWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTgubmV0XSVFNSVCMiU4MSVFNiU5QyU4OCVFNyVBNSU5RSVFNSU4MSVCN0JEJUU1JTlCJUJEJUU4JUFGJUFEJUU0JUI4JUFEJUU1JUFEJTk3LnJtdmJaWg==""",ftp://dygod1:dygod1@d035.dygod.org:2034/岁月神偷.[国语中字.1024分辨率]/[电影天堂www.dy2018.net]岁月神偷BD国语中字.rmvb,岁月神偷
"""thunder://QUFmdHA6Ly9hOmFAZHguZGwxMjM0LmNvbTo4MDA2L1slRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHkyMDE4LmNvbV0lRTUlQjglODMlRTglQkUlQkUlRTQlQkQlQTklRTYlOTYlQUYlRTUlQTQlQTclRTklQTUlQUQlRTUlQkElOTdCRCVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny5ybXZiWlo=""",ftp://a:a@dx.dl1234.com:8006/[电影天堂www.dy2018.com]布达佩斯大饭店BD中英双字.rmvb,布达佩斯大饭店
"""thunder://QUFmdHA6Ly9keWdvZDI6ZHlnb2QyQGQwOTAuZHlnb2Qub3JnOjUwMDQvWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTgubmV0XSVFNSU4MCU5RiVFNCVCOCU5QyVFOCVBNSVCRiVFNyU5QSU4NCVFNSVCMCU4RiVFNCVCQSVCQSVFOSU5OCVCRiVFOCU4RSU4OSVFNSU5RiU4MyVFOCU5MiU4Mi4xMDI0eDU2MC4lRTUlOUIlQkQlRTclQjIlQTQlRTYlOTclQTUlRTQlQjglODklRTglQUYlQUQuJUU0JUI4JUFEJUU2JTk2JTg3JUU1JUFEJTk3JUU1JUI5JTk1Lm1rdlpa""",ftp://dygod2:dygod2@d090.dygod.org:5004/[电影天堂www.dy2018.net]借东西的小人阿莉埃蒂.1024x560.国粤日三语.中文字幕.mkv,借东西的小人阿莉埃蒂
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQ2MDYuZHlnb2Qub3JnOjIwMDMvJUU1JUIyJTgxJUU2JTlDJTg4JUU3JUE1JTlFJUU1JTgxJUI3RFZEJUU3JUIyJUE0JUU4JUFGJUFEJUU0JUI4JUFEJUU1JUFEJTk3L1slRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHkyMDE4Lm5ldF0lRTUlQjIlODElRTYlOUMlODglRTclQTUlOUUlRTUlODElQjdEVkQlRTclQjIlQTQlRTglQUYlQUQlRTQlQjglQUQlRTUlQUQlOTdjZDEucm12Ylpa""",ftp://dygod1:dygod1@d606.dygod.org:2003/岁月神偷DVD粤语中字/[电影天堂www.dy2018.net]岁月神偷DVD粤语中字cd1.rmvb,岁月神偷
"""thunder://QUFmdHA6Ly9keWdvZDI6ZHlnb2QyQGQyNzkuZHlnb2Qub3JnOjMwMDQvJUU1JUIyJTgxJUU2JTlDJTg4JUU3JUE1JTlFJUU1JTgxJUI3LlszZ3ArbXA0LiVFNiVCOCU4NSVFNiU5OSVCMCVFNSVBNCVBNyVFNSVBRCU5NyVFNSVCOSU5NV0vWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTgubmV0XSVFNSVCMiU4MSVFNiU5QyU4OCVFNyVBNSU5RSVFNSU4MSVCN2NkMS4zZ3BaWg==""",ftp://dygod2:dygod2@d279.dygod.org:3004/岁月神偷.[3gp+mp4.清晰大字幕]/[电影天堂www.dy2018.net]岁月神偷cd1.3gp,岁月神偷
"""thunder://QUFmdHA6Ly9keWdvZDI6ZHlnb2QyQGQyMDQuZHlnb2QuY246MjM4Mi8lRTYlODElOEIlRTYlODElOEIlRTclQUMlOTQlRTglQUUlQjAlRTYlOUMlQUNCRCVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny9bJUU3JTk0JUI1JUU1JUJEJUIxJUU1JUE0JUE5JUU1JUEwJTgyd3d3LmR5Z29kLmNuXSVFNiU4MSU4QiVFNiU4MSU4QiVFNyVBQyU5NCVFOCVBRSVCMCVFNiU5QyVBQ0JEJUU0JUI4JUFEJUU4JThCJUIxJUU1JThGJThDJUU1JUFEJTk3LnJtdmJaWg==""",ftp://dygod2:dygod2@d204.dygod.cn:2382/恋恋笔记本BD中英双字/[电影天堂www.dygod.cn]恋恋笔记本BD中英双字.rmvb,恋恋笔记本
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQ1MDUuZHlnb2Qub3JnOjUwMTYvJUU3JThDJUFCJUU5JUJDJUEwJUU2JUI4JUI4JUU2JTg4JThGLlslRTUlOUIlQkQlRTglQUYlQUQlRTQlQjglQUQlRTUlQUQlOTcuMTAyNCVFNSU4OCU4NiVFOCVCRSVBOCVFNyU4RSU4N10vWyVFNSVCMCU4RiVFOCVCMCU4MyVFNyVCRCU5MS13d3cueGlhb2RpYW8uY29tXSVFNyU4QyVBQiVFOSVCQyVBMCVFNiVCOCVCOCVFNiU4OCU4RkhEJUU1JTlCJUJEJUU4JUFGJUFEJUU0JUI4JUFEJUU1JUFEJTk3Lm1rdlpa""",ftp://dygod1:dygod1@d505.dygod.org:5016/猫鼠游戏.[国语中字.1024分辨率]/[小调网-www.xiaodiao.com]猫鼠游戏HD国语中字.mkv,猫鼠游戏
"""thunder://QUFmdHA6Ly9keWdvZDQ6ZHlnb2Q0QGRhdGExLmR5Z29kLm5ldDo5MDAzLyVFOCU5OSU4RSVFNSU4RiVBMyVFOCU4NCVCMSVFOSU5OSVBOS9bJUU3JTk0JUI1JUU1JUJEJUIxJUU1JUE0JUE5JUU1JUEwJTgyd3d3LmR5Z29kLmNvbV0lRTglOTklOEUlRTUlOEYlQTMlRTglODQlQjElRTklOTklQTkxLnJtdmJaWg==""",ftp://dygod4:dygod4@data1.dygod.net:9003/虎口脱险/[电影天堂www.dygod.com]虎口脱险1.rmvb,虎口脱险
"""thunder://QUFmdHA6Ly9keWdvZDQ6ZHlnb2Q0QGRhdGExLmR5Z29kLm5ldDo5MDAzLyVFOCU5OSU4RSVFNSU4RiVBMyVFOCU4NCVCMSVFOSU5OSVBOS9bJUU3JTk0JUI1JUU1JUJEJUIxJUU1JUE0JUE5JUU1JUEwJTgyd3d3LmR5Z29kLmNvbV0lRTglOTklOEUlRTUlOEYlQTMlRTglODQlQjElRTklOTklQTkyLnJtdmJaWg==""",ftp://dygod4:dygod4@data1.dygod.net:9003/虎口脱险/[电影天堂www.dygod.com]虎口脱险2.rmvb,虎口脱险
"""thunder://QUFmdHA6Ly9keWdvZDI6ZHlnb2QyQGQxMjAuZHlnb2QuY246MTM3NS8lRTYlOTYlQUQlRTglODMlOEMlRTUlQjElQjEuWyVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny4xMDI0JUU1JTg4JTg2JUU4JUJFJUE4JUU3JThFJTg3XS9bJUU3JTk0JUI1JUU1JUJEJUIxJUU1JUE0JUE5JUU1JUEwJTgyd3d3LmR5Z29kLmNuXS4lRTYlOTYlQUQlRTglODMlOEMlRTUlQjElQjEuWyVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5Ny4xMDI0JUU1JTg4JTg2JUU4JUJFJUE4JUU3JThFJTg3XS5ybXZiWlo=""",ftp://dygod2:dygod2@d120.dygod.cn:1375/断背山.[中英双字.1024分辨率]/[电影天堂www.dygod.cn].断背山.[中英双字.1024分辨率].rmvb,断背山
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGQwMDcuZHlnb2Qub3JnOjMwMjAvJUU4JTk5JThFJUU1JThGJUEzJUU4JTg0JUIxJUU5JTk5JUE5LlslRTUlOUIlQkQlRTglQUYlQUQlRTQlQjglQUQlRTUlQUQlOTcuMTAyNCVFNSU4OCU4NiVFOCVCRSVBOCVFNyU4RSU4N10vWyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTgubmV0XSVFOCU5OSU4RSVFNSU4RiVBMyVFOCU4NCVCMSVFOSU5OSVBOUJEJUU1JTlCJUJEJUU4JUFGJUFEJUU0JUI4JUFEJUU1JUFEJTk3LnJtdmJaWg==""",ftp://dygod1:dygod1@d007.dygod.org:3020/虎口脱险.[国语中字.1024分辨率]/[电影天堂www.dy2018.net]虎口脱险BD国语中字.rmvb,虎口脱险
"""thunder://QUFmdHA6Ly9keWdvZDE6ZHlnb2QxQGRhdGE0LmR5Z29kLm5ldDo5MDE0LyVFNyU5NCVCNyVFNSU5QiVCRCVFNSVCMCU5MSVFNSVCOSVCNCVFNiVBMiVBNi9bJUU3JTk0JUI1JUU1JUJEJUIxJUU1JUE0JUE5JUU1JUEwJTgyd3d3LmR5Z29kLmNvbV0lRTclOTQlQjclRTUlOUIlQkQlRTUlQjAlOTElRTUlQjklQjQlRTYlQTIlQTYucm12Ylpa""",ftp://dygod1:dygod1@data4.dygod.net:9014/男国少年梦/[电影天堂www.dygod.com]男国少年梦.rmvb,断背山
"""thunder://QUFmdHA6Ly9sOmxAZGEuZGwxMjM0LmNvbTo4MDA2L1slRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHkyMDE4LmNvbV0lRTUlOEQlOTElRTklODQlOTklRTclOUElODQlRTYlODglOTFCRCVFNCVCOCVBRCVFOCU4QiVCMSVFNSU4RiU4QyVFNSVBRCU5NyVFNSU4RiU4QyVFOCVBRiVBRC5ta3ZaWg==""",ftp://l:l@da.dl1234.com:8006/[电影天堂www.dy2018.com]卑鄙的我BD中英双字双语.mkv,神偷奶爸
"""thunder://QUFmdHA6Ly80OjRAZHguZGwxMjM0LmNvbTo4MDA2LyVFNyU4QyVBQiVFOSVCQyVBMCVFNiVCOCVCOCVFNiU4OCU4RkJEJUU1JThGJThDJUU4JUFGJUFEJUU1JThGJThDJUU1JUFEJTk3WyVFNyU5NCVCNSVFNSVCRCVCMSVFNSVBNCVBOSVFNSVBMCU4Mnd3dy5keTIwMTguY29tXS5ta3ZaWg==""",ftp://4:4@dx.dl1234.com:8006/猫鼠游戏BD双语双字[电影天堂www.dy2018.com].mkv,猫鼠游戏
"""thunder://QUFmdHA6Ly83OjdAZDMuZGwxMjM0LmNvbTo4MDA2L1slRTclOTQlQjUlRTUlQkQlQjElRTUlQTQlQTklRTUlQTAlODJ3d3cuZHkyMDE4LmNvbV0lRTYlOTElQTklRTclOTklQkIlRTYlOTclQjYlRTQlQkIlQTM3MjBQJUU0JUI4JUFEJUU4JThCJUIxJUU1JThGJThDJUU1JUFEJTk3Lm1rdlpa""",ftp://7:7@d3.dl1234.com:8006/[电影天堂www.dy2018.com]摩登时代720P中英双字.mkv,摩登时代
